Mod:Item:MetaData, Localized Name
undergroundbiomes:sedimentary_overgrown_snowed:5, Snowy Dolomite Overgrown Stone
undergroundbiomes:sedimentary_overgrown_snowed:6, Snowy Greywacke Overgrown Stone
undergroundbiomes:sedimentary_overgrown_snowed:7, Snowy Chert Overgrown Stone
undergroundbiomes:metamorphic_cobble_mossy:0, Gneiss Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:1, Eclogite Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:2, Marble Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:3, Quartzite Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:4, Blue Schist Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:5, Green Schist Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:6, Soapstone Mossy Cobblestone
undergroundbiomes:metamorphic_cobble_mossy:7, Migmatite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:0, Red Granite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:1, Black Granite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:2, Rhyolite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:3, Andesite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:4, Gabbro Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:5, Basalt Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:6, Komatiite Mossy Cobblestone
undergroundbiomes:igneous_cobble_mossy:7, Dacite Mossy Cobblestone
undergroundbiomes:sedimentary_stone_mossy:0, Mossy Limestone
undergroundbiomes:sedimentary_stone_mossy:1, Mossy Chalk
undergroundbiomes:sedimentary_stone_mossy:2, Mossy Shale
undergroundbiomes:sedimentary_stone_mossy:3, Mossy Siltstone
undergroundbiomes:sedimentary_stone_mossy:4, Mossy Lignite Block
undergroundbiomes:sedimentary_stone_mossy:5, Mossy Dolomite
undergroundbiomes:sedimentary_stone_mossy:6, Mossy Greywacke
undergroundbiomes:sedimentary_stone_mossy:7, Mossy Chert
undergroundbiomes:igneous_stone_halfslab:0, Red Granite Slab
undergroundbiomes:igneous_stone_halfslab:1, Black Granite Slab
undergroundbiomes:igneous_stone_halfslab:2, Rhyolite Slab
undergroundbiomes:igneous_stone_halfslab:3, Andesite Slab
undergroundbiomes:igneous_stone_halfslab:4, Gabbro Slab
undergroundbiomes:igneous_stone_halfslab:5, Basalt Slab
undergroundbiomes:igneous_stone_halfslab:6, Komatiite Slab
undergroundbiomes:igneous_stone_halfslab:7, Dacite Slab
undergroundbiomes:metamorphic_stone_halfslab:0, Gneiss Slab
undergroundbiomes:metamorphic_stone_halfslab:1, Eclogite Slab
undergroundbiomes:metamorphic_stone_halfslab:2, Marble Slab
undergroundbiomes:metamorphic_stone_halfslab:3, Quartzite Slab
undergroundbiomes:metamorphic_stone_halfslab:4, Blue Schist Slab
undergroundbiomes:metamorphic_stone_halfslab:5, Green Schist Slab
undergroundbiomes:metamorphic_stone_halfslab:6, Soapstone Slab
undergroundbiomes:metamorphic_stone_halfslab:7, Migmatite Slab
undergroundbiomes:igneous_cobble_halfslab:0, Red Granite Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:1, Black Granite Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:2, Rhyolite Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:3, Andesite Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:4, Gabbro Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:5, Basalt Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:6, Komatiite Cobblestone Slab
undergroundbiomes:igneous_cobble_halfslab:7, Dacite Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:0, Gneiss Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:1, Eclogite Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:2, Marble Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:3, Quartzite Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:4, Blue Schist Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:5, Green Schist Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:6, Soapstone Cobblestone Slab
undergroundbiomes:metamorphic_cobble_halfslab:7, Migmatite Cobblestone Slab
undergroundbiomes:sedimentary_stone_halfslab:0, Limestone Slab
undergroundbiomes:sedimentary_stone_halfslab:1, Chalk Slab
undergroundbiomes:sedimentary_stone_halfslab:2, Shale Slab
undergroundbiomes:sedimentary_stone_halfslab:3, Siltstone Slab
undergroundbiomes:sedimentary_stone_halfslab:4, Lignite Slab
undergroundbiomes:sedimentary_stone_halfslab:5, Dolomite Slab
undergroundbiomes:sedimentary_stone_halfslab:6, Greywacke Slab
undergroundbiomes:sedimentary_stone_halfslab:7, Chert Slab
undergroundbiomes:igneous_brick_halfslab:0, Red Granite Brick Slab
undergroundbiomes:igneous_brick_halfslab:1, Black Granite Brick Slab
undergroundbiomes:igneous_brick_halfslab:2, Rhyolite Brick Slab
undergroundbiomes:igneous_brick_halfslab:3, Andesite Brick Slab
undergroundbiomes:igneous_brick_halfslab:4, Gabbro Brick Slab
undergroundbiomes:igneous_brick_halfslab:5, Basalt Brick Slab
undergroundbiomes:igneous_brick_halfslab:6, Komatiite Brick Slab
undergroundbiomes:igneous_brick_halfslab:7, Dacite Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:0, Gneiss Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:1, Eclogite Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:2, Marble Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:3, Quartzite Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:4, Blue Schist Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:5, Green Schist Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:6, Soapstone Brick Slab
undergroundbiomes:metamorphic_brick_halfslab:7, Migmatite Brick Slab
undergroundbiomes:igneous_stone_button:0, Red Granite Button
undergroundbiomes:igneous_stone_button:1, Black Granite Button
undergroundbiomes:igneous_stone_button:2, Rhyolite Button
undergroundbiomes:igneous_stone_button:3, Andesite Button
undergroundbiomes:igneous_stone_button:4, Gabbro Button
undergroundbiomes:igneous_stone_button:5, Basalt Button
undergroundbiomes:igneous_stone_button:6, Komatiite Button
undergroundbiomes:igneous_stone_button:7, Dacite Button
undergroundbiomes:igneous_cobble_button:0, Red Granite Cobblestone Button
undergroundbiomes:igneous_cobble_button:1, Black Granite Cobblestone Button
undergroundbiomes:igneous_cobble_button:2, Rhyolite Cobblestone Button
undergroundbiomes:igneous_cobble_button:3, Andesite Cobblestone Button
undergroundbiomes:igneous_cobble_button:4, Gabbro Cobblestone Button
undergroundbiomes:igneous_cobble_button:5, Basalt Cobblestone Button
undergroundbiomes:igneous_cobble_button:6, Komatiite Cobblestone Button
undergroundbiomes:igneous_cobble_button:7, Dacite Cobblestone Button
undergroundbiomes:metamorphic_stone_button:0, Gneiss Button
undergroundbiomes:metamorphic_stone_button:1, Eclogite Button
undergroundbiomes:metamorphic_stone_button:2, Marble Button
undergroundbiomes:metamorphic_stone_button:3, Quartzite Button
undergroundbiomes:metamorphic_stone_button:4, Blue Schist Button
undergroundbiomes:metamorphic_stone_button:5, Green Schist Button
undergroundbiomes:metamorphic_stone_button:6, Soapstone Button
undergroundbiomes:metamorphic_stone_button:7, Migmatite Button
undergroundbiomes:metamorphic_cobble_button:0, Gneiss Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:1, Eclogite Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:2, Marble Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:3, Quartzite Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:4, Blue Schist Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:5, Green Schist Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:6, Soapstone Cobblestone Button
undergroundbiomes:metamorphic_cobble_button:7, Migmatite Cobblestone Button
undergroundbiomes:sedimentary_stone_button:0, Limestone Button
undergroundbiomes:sedimentary_stone_button:1, Chalk Button
undergroundbiomes:sedimentary_stone_button:2, Shale Button
undergroundbiomes:sedimentary_stone_button:3, Siltstone Button
undergroundbiomes:sedimentary_stone_button:4, Lignite Block Button
undergroundbiomes:sedimentary_stone_button:5, Dolomite Button
undergroundbiomes:sedimentary_stone_button:6, Greywacke Button
undergroundbiomes:sedimentary_stone_button:7, Chert Button
undergroundbiomes:igneous_stone_wall:0, Red Granite Wall
undergroundbiomes:igneous_stone_wall:1, Black Granite Wall
undergroundbiomes:igneous_stone_wall:2, Rhyolite Wall
undergroundbiomes:igneous_stone_wall:3, Andesite Wall
undergroundbiomes:igneous_stone_wall:4, Gabbro Wall
undergroundbiomes:igneous_stone_wall:5, Basalt Wall
undergroundbiomes:igneous_stone_wall:6, Komatiite Wall
undergroundbiomes:igneous_stone_wall:7, Dacite Wall
undergroundbiomes:igneous_cobble_wall:0, Red Granite Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:1, Black Granite Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:2, Rhyolite Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:3, Andesite Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:4, Gabbro Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:5, Basalt Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:6, Komatiite Cobblestone Wall
undergroundbiomes:igneous_cobble_wall:7, Dacite Cobblestone Wall
undergroundbiomes:igneous_brick_wall:0, Red Granite Brick Wall
undergroundbiomes:igneous_brick_wall:1, Black Granite Brick Wall
undergroundbiomes:igneous_brick_wall:2, Rhyolite Brick Wall
undergroundbiomes:igneous_brick_wall:3, Andesite Brick Wall
undergroundbiomes:igneous_brick_wall:4, Gabbro Brick Wall
undergroundbiomes:igneous_brick_wall:5, Basalt Brick Wall
undergroundbiomes:igneous_brick_wall:6, Komatiite Brick Wall
undergroundbiomes:igneous_brick_wall:7, Dacite Brick Wall
undergroundbiomes:metamorphic_stone_wall:0, Gneiss Wall
undergroundbiomes:metamorphic_stone_wall:1, Eclogite Wall
undergroundbiomes:metamorphic_stone_wall:2, Marble Wall
undergroundbiomes:metamorphic_stone_wall:3, Quartzite Wall
undergroundbiomes:metamorphic_stone_wall:4, Blue Schist Wall
undergroundbiomes:metamorphic_stone_wall:5, Green Schist Wall
undergroundbiomes:metamorphic_stone_wall:6, Soapstone Wall
undergroundbiomes:metamorphic_stone_wall:7, Migmatite Wall
undergroundbiomes:metamorphic_cobble_wall:0, Gneiss Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:1, Eclogite Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:2, Marble Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:3, Quartzite Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:4, Blue Schist Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:5, Green Schist Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:6, Soapstone Cobblestone Wall
undergroundbiomes:metamorphic_cobble_wall:7, Migmatite Cobblestone Wall
undergroundbiomes:metamorphic_brick_wall:0, Gneiss Brick Wall
undergroundbiomes:metamorphic_brick_wall:1, Eclogite Brick Wall
undergroundbiomes:metamorphic_brick_wall:2, Marble Brick Wall
undergroundbiomes:metamorphic_brick_wall:3, Quartzite Brick Wall
undergroundbiomes:metamorphic_brick_wall:4, Blue Schist Brick Wall
undergroundbiomes:metamorphic_brick_wall:5, Green Schist Brick Wall
undergroundbiomes:metamorphic_brick_wall:6, Soapstone Brick Wall
undergroundbiomes:metamorphic_brick_wall:7, Migmatite Brick Wall
undergroundbiomes:sedimentary_stone_wall:0, Limestone Wall
undergroundbiomes:sedimentary_stone_wall:1, Chalk Wall
undergroundbiomes:sedimentary_stone_wall:2, Shale Wall
undergroundbiomes:sedimentary_stone_wall:3, Siltstone Wall
undergroundbiomes:sedimentary_stone_wall:4, Lignite Block Wall
undergroundbiomes:sedimentary_stone_wall:5, Dolomite Wall
undergroundbiomes:sedimentary_stone_wall:6, Greywacke Wall
undergroundbiomes:sedimentary_stone_wall:7, Chert Wall
undergroundbiomes:igneous_stone_stairs:0, Red Granite Stairs
undergroundbiomes:igneous_stone_stairs:1, Black Granite Stairs
undergroundbiomes:igneous_stone_stairs:2, Rhyolite Stairs
undergroundbiomes:igneous_stone_stairs:3, Andesite Stairs
undergroundbiomes:igneous_stone_stairs:4, Gabbro Stairs
undergroundbiomes:igneous_stone_stairs:5, Basalt Stairs
undergroundbiomes:igneous_stone_stairs:6, Komatiite Stairs
undergroundbiomes:igneous_stone_stairs:7, Dacite Stairs
undergroundbiomes:igneous_cobble_stairs:0, Red Granite Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:1, Black Granite Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:2, Rhyolite Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:3, Andesite Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:4, Gabbro Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:5, Basalt Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:6, Komatiite Cobblestone Stairs
undergroundbiomes:igneous_cobble_stairs:7, Dacite Cobblestone Stairs
undergroundbiomes:igneous_brick_stairs:0, Red Granite Brick Stairs
undergroundbiomes:igneous_brick_stairs:1, Black Granite Brick Stairs
undergroundbiomes:igneous_brick_stairs:2, Rhyolite Brick Stairs
undergroundbiomes:igneous_brick_stairs:3, Andesite Brick Stairs
undergroundbiomes:igneous_brick_stairs:4, Gabbro Brick Stairs
undergroundbiomes:igneous_brick_stairs:5, Basalt Brick Stairs
undergroundbiomes:igneous_brick_stairs:6, Komatiite Brick Stairs
undergroundbiomes:igneous_brick_stairs:7, Dacite Brick Stairs
undergroundbiomes:metamorphic_stone_stairs:0, Gneiss Stairs
undergroundbiomes:metamorphic_stone_stairs:1, Eclogite Stairs
undergroundbiomes:metamorphic_stone_stairs:2, Marble Stairs
undergroundbiomes:metamorphic_stone_stairs:3, Quartzite Stairs
undergroundbiomes:metamorphic_stone_stairs:4, Blue Schist Stairs
undergroundbiomes:metamorphic_stone_stairs:5, Green Schist Stairs
undergroundbiomes:metamorphic_stone_stairs:6, Soapstone Stairs
undergroundbiomes:metamorphic_stone_stairs:7, Migmatite Stairs
undergroundbiomes:metamorphic_cobble_stairs:0, Gneiss Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:1, Eclogite Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:2, Marble Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:3, Quartzite Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:4, Blue Schist Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:5, Green Schist Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:6, Soapstone Cobblestone Stairs
undergroundbiomes:metamorphic_cobble_stairs:7, Migmatite Cobblestone Stairs
undergroundbiomes:metamorphic_brick_stairs:0, Gneiss Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:1, Eclogite Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:2, Marble Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:3, Quartzite Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:4, Blue Schist Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:5, Green Schist Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:6, Soapstone Brick Stairs
undergroundbiomes:metamorphic_brick_stairs:7, Migmatite Brick Stairs
undergroundbiomes:sedimentary_stone_stairs:0, Limestone Stairs
undergroundbiomes:sedimentary_stone_stairs:1, Chalk Stairs
undergroundbiomes:sedimentary_stone_stairs:2, Shale Stairs
undergroundbiomes:sedimentary_stone_stairs:3, Siltstone Stairs
undergroundbiomes:sedimentary_stone_stairs:4, Lignite Block Stairs
undergroundbiomes:sedimentary_stone_stairs:5, Dolomite Stairs
undergroundbiomes:sedimentary_stone_stairs:6, Greywacke Stairs
undergroundbiomes:sedimentary_stone_stairs:7, Chert Stairs
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:0, Red Granite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:1, Black Granite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:2, Rhyolite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:3, Andesite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:4, Gabbro Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:5, Basalt Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:6, Komatiite Bauxite Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_1:7, Dacite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:0, Gneiss Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:1, Eclogite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:2, Marble Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:3, Quartzite Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:4, Blue Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:5, Green Schist Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:6, Soapstone Bauxite Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_1:7, Migmatite Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:0, Limestone Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:1, Chalk Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:2, Shale Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:3, Siltstone Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:4, Lignite Block Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:5, Dolomite Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:6, Greywacke Bauxite Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_1:7, Chert Bauxite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:0, Red Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:1, Black Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:2, Rhyolite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:3, Andesite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:4, Gabbro Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:5, Basalt Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:6, Komatiite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:7, Dacite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:0, Gneiss Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:1, Eclogite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:2, Marble Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:3, Quartzite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:4, Blue Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:5, Green Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:6, Soapstone Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:7, Migmatite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:0, Limestone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:1, Chalk Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:2, Shale Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:3, Siltstone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:4, Lignite Block Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:5, Dolomite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:6, Greywacke Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:7, Chert Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:0, Red Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:1, Black Granite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:2, Rhyolite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:3, Andesite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:4, Gabbro Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:5, Basalt Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:6, Komatiite Topaz Ore
undergroundbiomes:igneous_stone_tile.gem_ore.topaz_ore:7, Dacite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:0, Gneiss Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:1, Eclogite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:2, Marble Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:3, Quartzite Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:4, Blue Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:5, Green Schist Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:6, Soapstone Topaz Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.topaz_ore:7, Migmatite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:0, Limestone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:1, Chalk Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:2, Shale Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:3, Siltstone Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:4, Lignite Block Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:5, Dolomite Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:6, Greywacke Topaz Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.topaz_ore:7, Chert Topaz Ore
undergroundbiomes:igneous_stone_emerald_ore:0, Red Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:1, Black Granite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:2, Rhyolite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:3, Andesite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:4, Gabbro Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:5, Basalt Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:6, Komatiite Emerald Ore
undergroundbiomes:igneous_stone_emerald_ore:7, Dacite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:0, Gneiss Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:1, Eclogite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:2, Marble Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:3, Quartzite Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:4, Blue Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:5, Green Schist Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:6, Soapstone Emerald Ore
undergroundbiomes:metamorphic_stone_emerald_ore:7, Migmatite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:0, Limestone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:1, Chalk Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:2, Shale Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:3, Siltstone Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:4, Lignite Block Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:5, Dolomite Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:6, Greywacke Emerald Ore
undergroundbiomes:sedimentary_stone_emerald_ore:7, Chert Emerald Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:0, Red Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:1, Black Granite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:2, Rhyolite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:3, Andesite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:4, Gabbro Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:5, Basalt Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:6, Komatiite Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.ruby_ore:7, Dacite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:0, Gneiss Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:1, Eclogite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:2, Marble Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:3, Quartzite Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:4, Blue Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:5, Green Schist Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:6, Soapstone Ruby Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.ruby_ore:7, Migmatite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:0, Limestone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:1, Chalk Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:2, Shale Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:3, Siltstone Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:4, Lignite Block Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:5, Dolomite Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:6, Greywacke Ruby Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.ruby_ore:7, Chert Ruby Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:0, Red Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:1, Black Granite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:2, Rhyolite Amber Ore
undergroundbiomes:igneous_stone_tile.gem_ore.amber_ore:3, Andesite Amber Ore
